CS_WarnFriendlyDamageInterval | gamedll,cheat | Defines how frequently the server notifies clients that a player damaged a friend
sv_grenade_trajectory_prac_pipreview | gamedll,clientdll,replicated,release,commandline_enforced | Shows grenade trajectory practice picture-in-picture preview.
sv_grenade_trajectory_prac_trailtime | gamedll,clientdll,replicated,release,commandline_enforced | Shows grenade trajectory practice visualization for this number of seconds.
sv_grenade_trajectory_time_spectator | gamedll,clientdll,replicated,release,commandline_enforced | Length of time grenade trajectory remains visible as a spectator.
sv_guardian_extra_equipment_ct | gamedll,release,commandline_enforced | Extra starting equipment for CT players in guardian modes
sv_guardian_extra_equipment_t | gamedll,release,commandline_enforced | Extra starting equipment for Terrorist players in guardian modes
sv_guardian_refresh_ammo_for_items_on_waves | gamedll,release,commandline_enforced | List of additional weapons to refill ammo on waves.
sv_guardian_spawn_health_ct | gamedll,release,commandline_enforced | Starting health in guardian modes.
sv_guardian_spawn_health_t | gamedll,release,commandline_enforced | Starting health in guardian modes.
sv_health_approach_enabled | gamedll,replicated,release,commandline_enforced | 
sv_health_approach_speed | gamedll,replicated,release,commandline_enforced | 
sv_hegrenade_damage_multiplier | gamedll,clientdll,replicated,release,commandline_enforced | 
sv_hegrenade_radius_multiplier | gamedll,clientdll,replicated,release,commandline_enforced | 
sv_hibernate_postgame_delay | release | # of seconds to wait after final client leaves before hibernating.
sv_hibernate_when_empty | release | Puts the server into extremely low CPU usage mode when no clients connected
sv_hide_ent_in_pvs | developmentonly,gamedll | 
sv_hide_roundtime_until_seconds | gamedll,clientdll,replicated,release | 
sv_highlight_distance | gamedll,clientdll,replicated,release | 
sv_highlight_duration | gamedll,clientdll,replicated,release | 
sv_hitbox_debug | developmentonly,gamedll,defensive | 
sv_hosting_lobby | developmentonly,replicated | 
sv_hoststate_quit_syscall | release | When enabled, game server will quit immediately via syscall instead of running host states shutdown sequence
sv_human_autojoin_team | gamedll,clientdll,replicated,release,commandline_enforced | Force human players on to a team. 0 to disable.
sv_ignoregrenaderadio | gamedll,release,commandline_enforced | Turn off Fire in the hole messages
sv_infinite_ammo | gamedll,clientdll,replicated,cheat,release,commandline_enforced | Player's active weapon will never run out of ammo
sv_instancebaselines | developmentonly | Enable instanced baselines. Saves network overhead.
sv_invites_only_mainmenu | gamedll,clientdll,replicated,release | If turned on, will ignore all invites when user is playing a match
sv_jump_impulse | gamedll,clientdll,replicated,release | Initial upward velocity for player jumps; sqrt(2*gravity*height).
sv_jump_precision_enable | gamedll,clientdll,replicated,release | Enable jump precision. Some game modes benefit from being able to turn this off.
sv_jump_spam_penalty_time | gamedll,clientdll,replicated,release | For subtick jumps, if this much time or less has elapsed since the last time the user has pressed the jump key, pretend they hadn't. Lowering this makes bunnyhopping easier.
sv_kick_ban_duration | gamedll,clientdll,replicated,release | How long should a kick ban from the server should last (in minutes)
sv_kick_players_with_cooldown | gamedll,replicated,release | (0: do not kick on insecure servers; 1: kick players with Untrusted status or convicted by Overwatch; 2: kick players with any cooldown)
sv_kill_players_at_coord_min | gamedll,release | Kill players with fall damage at negative coord min
sv_ladder_angle | developmentonly,gamedll,clientdll,replicated,defensive | Cos of angle of incidence to ladder perpendicular for applying ladder_dampen
sv_ladder_dampen | developmentonly,gamedll,clientdll,replicated,defensive | Amount to dampen perpendicular movement on a ladder
sv_ladder_scale_speed | gamedll,clientdll,replicated,release | Scale top speed on ladders
sv_ladder_slack_z_mult | gamedll,clientdll,replicated,cheat | Difference in Z increases toward the middle of the slack ladder. 
sv_lagcomp_filterbyviewangle | gamedll,cheat | If true, player pawn will filter lag compensation targets by their view angle.
sv_lagcompensationforcerestore | gamedll,cheat | Don't test validity of a lag comp restore, just do it.
sv_lan | release | Server is a lan server ( no heartbeat, no authentication, no non-class C addresses )
sv_late_commands_allowed | gamedll,release | Allow N late commands to run at 0 timescale prior to running an on-time command. Negative values for network round trip based calculation with a hard cap of the of absolute value
sv_legacy_jump | gamedll,clientdll,replicated,release | Whether or not to use the pre-2026 jump code.
sv_lightquery_debug | gamedll,cheat | 
sv_limit_buyrandom_per_life | gamedll,release | Enable to limit buyrandom command to only run once per player life
sv_log_http_record_before_any_listeners | gamedll,release | 
sv_log_onefile | release | Log server information to only one file.
sv_log_roundstats | gamedll,release | 
sv_logbans | release | Log server bans in the server logs.
sv_logblocks | release | If true when log when a query is blocked (can cause very large log files)
sv_logecho | release | Echo log information to the console.
sv_logfile | release | Log server information in the log file.
sv_logflush | release | Flush the log file to disk on each write (slow).
sv_logsdir | release | Folder in the game directory where server logs will be stored.
sv_long_frame_ms | developmentonly,defensive | If a server frame takes longer than N ms, complain about it.  (Dedicated server only.)  See also engine_frametime_warnings_enable.
sv_mapvetopickvote_maps | gamedll,release | Which maps are used for map veto pick sequence
sv_mapvetopickvote_phase_duration | gamedll,release | How many seconds each phase lasts
sv_mapvetopickvote_rnd | gamedll,release | When enabled will shuffle veto pick maps list order every time
sv_massreport | developmentonly,gamedll,defensive | 
sv_matchend_drops_enabled | gamedll,release | Rewards gameplay time is always accumulated for players, but drops at the end of the match can be prevented
sv_matchpause_auto_5v5 | gamedll,clientdll,replicated,release | When enabled will automatically pause the match at next freeze time if less than 5 players are connected on each team.
sv_matchperfstats_maxclientperfsamples | developmentonly,gamedll,defensive | Don't retain more than N perf samples for any given client
sv_max_deathmatch_respawns_per_tick | gamedll,release,commandline_enforced | 
sv_max_distance_transmit_footsteps | developmentonly,gamedll,clientdll,replicated,defensive | Maximum distance to transmit footstep sound effects.
sv_max_queries_sec | release | Maximum queries per second to respond to from a single IP address.
sv_max_queries_sec_global | release | Maximum queries per second to respond to from anywhere.
sv_max_queries_window | release | Window over which to average queries per second averages.
sv_max_unreliable_delta_size | developmentonly,defensive | Maximum allowable entity delta size over unreliable delivery.
sv_maxclientframes | developmentonly,defensive | 
sv_maxrate | replicated,release | Max bandwidth rate allowed on server, 0 == unlimited
sv_maxreplay | developmentonly,defensive | Maximum replay time in seconds
sv_maxspeed | gamedll,clientdll,replicated,release | 
sv_maxunlag | gamedll,clientdll,replicated,release | Maximum lag compensation in seconds
sv_maxunlag_player | gamedll,release | If >0, maximumum lag compensation used for other human pawns. Applied after sv_maxunlag!
sv_maxuptimelimit | gamedll,release | Number of hours to operate before trying sv_shutdown.
sv_maxvelocity | gamedll,clientdll,replicated,release | Maximum speed any ballistically moving object is allowed to attain per axis.
sv_memlimit | cheat,release | If set, whenever a game ends, if the total memory used by the server is greater than this # of megabytes, the server will exit.
sv_merge_changes_after_tick_with_calcdelta | release | This fixes bugs where pure calcdelta is used due to recipient changing but it doesn't pick up a field change where the value was changed back to same value as the from snapshot even though the destination fields change list does note the change. Set to 2 to spew any changes merged in by this fix.
sv_min_jump_landing_sound | gamedll,clientdll,replicated,release | 
sv_minimum_desired_chicken_count | gamedll,replicated,release | Minimum number of chickens to attempt to spawn in the map
sv_minrate | replicated,release | Min bandwidth rate allowed on server, 0 == unlimited
sv_mmqueue_reservation | developmentonly,dontrecord | Server queue reservation
sv_mmqueue_reservation_extended_timeout | developmentonly | Extended time in seconds before mmqueue reservation expires.
sv_mmqueue_reservation_timeout | developmentonly | Time in seconds before mmqueue reservation expires.
sv_mover_maxslope | developmentonly,gamedll,clientdll,replicated,defensive | The maximum slope the player can overcome [-]
sv_mover_pogodampingratio | developmentonly,gamedll,clientdll,replicated,defensive | The capsule pogo stick damping ratio [-]
sv_mover_pogofrequency | developmentonly,gamedll,clientdll,replicated,defensive | The capsule pogo stick frequency [hz].
sv_mute_players_with_social_penalties | developmentonly,gamedll,defensive | 
sv_networkvar_log_fullchanges | developmentonly,gamedll | Log FUL_FULL_EDICT_CHANGED calls.
sv_networkvar_perfieldtracking | release | Track individual field offset changes, rather than a single dirty flag for the whole entity.
sv_no_navmesh | developmentonly,gamedll,cheat | Block loading of the navmesh. Unplayable, only used for memory sampling.
sv_noclipaccelerate | gamedll,clientdll,replicated | 
sv_noclipduringpause | gamedll,clientdll,replicated,cheat | If cheats are enabled, then you can noclip with the game paused (for doing screenshots, etc.).
sv_noclipfriction | gamedll,clientdll,replicated | Friction during noclip move.
sv_noclipspeed | gamedll,clientdll,replicated | 
sv_noclipspeedscaleonshift | gamedll,clientdll,replicated | 
sv_nomvp | developmentonly,gamedll,defensive | Disable MVP awards.
sv_nonemesis | developmentonly,gamedll,defensive | Disable nemesis and revenge.
sv_nowinpanel | developmentonly,gamedll,defensive | Turn on/off win panel on server
sv_optimizedmovement | developmentonly,gamedll,clientdll,replicated | 
sv_outofammo_indicator | gamedll,clientdll,replicated,release,commandline_enforced | 
sv_outofpvsentityupdates | developmentonly | 
sv_override_max_health | gamedll,release | 
sv_parallel_checktransmit | gamedll,release | Set to 1 to use threaded checkentities for transmit/pvs on listen servers, 2 for dedicated servers.
sv_parallel_packentities | release | Set to 1 to use threaded snapshot sending on listen servers, 2 for dedicated servers.
sv_parallel_prepare_client_updates | developmentonly | 
sv_parallel_sendsnapshot | release | 0: run all send jobs on main thread; 1: send jobs run asynchronously (except on dedicated server); 2: send jobs asynchronously; 3: send jobs run in parallel but block to not overlap the next tick; 4: main server clients' send jobs run in parallel, then HLTV server jobs; this approximately matches pre-async profile for a single HLTV server configuration
sv_party_mode | gamedll,clientdll,replicated,release | Party!!
sv_password | protected,dontrecord,release | Server password for entry into multiplayer games
sv_pausable | release | Is the server pausable.
sv_pausable_dev | developmentonly | Whether listen server is pausable when running -dev and playing solo against bots
sv_pausable_dev_ds | developmentonly | Whether dedicated server is pausable when running -dev and playing solo against bots
sv_pause_on_console_open |  | 1 = Pause the game when pressing ~ to open the console. CTRL+~ opens the console without pause.
sv_pause_on_tick | developmentonly,gamedll,replicated,cheat | Tick count to pause on
sv_phys_animated_hierarchy | developmentonly,gamedll,defensive | 
sv_phys_async_buoyancy_update | developmentonly,gamedll,replicated,defensive | If true, server buoyancy motion controllers are updated in an async job after the tick has completed.
sv_phys_debug_callback_entities | gamedll,cheat | Print all entities that get touch callbacks. Each entity is printed only once.
sv_phys_enabled | gamedll,cheat | Enable all physics simulation
sv_phys_sleep_enable | gamedll,cheat | Enable sleeping for dynamic physics bodies.
sv_phys_sound_disable_impact_sounds_under_hard_threshold | gamedll,cheat | if true, impact sounds wont play if no soft impact sound is present and the impact is below the hard velocity threshold.
sv_phys_stop_at_collision | gamedll,cheat | 
sv_phys_visualize_awake | developmentonly,gamedll,defensive | 
sv_player_search_range | developmentonly,gamedll,clientdll,replicated,defensive | 
sv_playerradio_use_allowlist | gamedll,release | playerradio commands may only use responses from an allow list of commands.
sv_predictable_damage_tag_ticks | gamedll,release | Delay player slowdown when damaged by # ticks to reduce misprediction effects
sv_prime_accounts_only | gamedll,release | When this setting is enabled only prime users can connect to this game server.
sv_pushaway_clientside | developmentonly,gamedll,clientdll,replicated | Clientside physics push away (0=off, 1=only localplayer, 1=all players)
sv_pushaway_clientside_size | developmentonly,gamedll,clientdll,replicated | Minimum size of pushback objects
sv_pushaway_force | developmentonly,gamedll,clientdll,replicated | How hard physics objects are pushed away from the players on the server.
sv_pushaway_hostage_force | gamedll,replicated,cheat | How hard the hostage is pushed away from physics objects (falls off with inverse square of distance).
sv_pushaway_max_force | developmentonly,gamedll,clientdll,replicated | Maximum amount of force applied to physics objects by players.
sv_pushaway_max_hostage_force | gamedll,replicated,cheat | Maximum of how hard the hostage is pushed away from physics objects.
sv_pushaway_max_player_force | developmentonly,gamedll,clientdll,replicated,cheat | Maximum of how hard the player is pushed away from physics objects.
sv_pushaway_min_player_speed | developmentonly,gamedll,clientdll,replicated | If a player is moving slower than this, don't push away physics objects (enables ducking behind things).
sv_pushaway_player_force | developmentonly,gamedll,clientdll,replicated,cheat | How hard the player is pushed away from physics objects (falls off with inverse square of distance).
sv_pvs_cache_query_inflate_amount | developmentonly,gamedll | 
sv_pvs_entity | developmentonly,gamedll,defensive | If set, only allows this ent index to network (other than players and things that force sending).
sv_pvs_max_distance | replicated,release | if set, adds a maximum range to PVS/PAS checks
sv_pvs_random | developmentonly,gamedll,defensive | If set, objects blink in/out of pvs randomly.
sv_pvs_shadows_include_env | gamedll,replicated,release | 
sv_quantize_movement_input | gamedll,clientdll,replicated,release | Quantize movement input values. Enabling this restricts players from using analog input to move at fractional speeds normally impossible with digital button input.
sv_radio_throttle_window | gamedll,release | The number of seconds before radio command tokens refresh.
sv_ragdoll_lru_debug | gamedll,replicated,cheat | 
sv_rcon_banpenalty | developmentonly,defensive | Number of minutes to ban users who fail rcon authentication
sv_rcon_log | developmentonly,defensive | Enable/disable rcon logging.
sv_rcon_maxfailures | developmentonly,defensive | Max number of times a user can fail rcon authentication before being banned
sv_rcon_minfailures | developmentonly,defensive | Number of times a user can fail rcon authentication in sv_rcon_minfailuretime before being banned
sv_rcon_minfailuretime | developmentonly,defensive | Number of seconds to track failed rcon authentications
sv_record_item_time_data | gamedll,release | Turn on recording of per player item time data into the server log.
sv_recvbuf_messages | developmentonly,defensive | Max number of messages that can be queued in a netchan receive buffer for an ordinary connection from a client.
sv_regeneration_force_on | gamedll,cheat | Cheat to test regenerative health systems
sv_regeneration_wait_time | developmentonly,gamedll,replicated,defensive | 
sv_region | release | The region of the world to report this server in.
sv_reliableavatardata | gamedll,clientdll,replicated,release | Use server overrides for steam avatars
sv_remapper_loopsoundfix | developmentonly,gamedll,clientdll,replicated,defensive | 
sv_remapper_range_multiplier | developmentonly,gamedll,clientdll,replicated,defensive | 
sv_remove_ent_from_pvs | developmentonly,gamedll | 
sv_replay_group_id | release | The replay group that this server will be uploading files to
sv_replaysdir | developmentonly,defensive | Directory to store replays in
sv_reserve_slots_for_reconnecting_players_kick_prior | developmentonly,defensive | Kick a previously connected player with the same steamID if a replacement comes along
sv_rollangle | developmentonly,gamedll,clientdll,replicated | Max view roll angle
sv_rollspeed | developmentonly,gamedll,clientdll,replicated | 
sv_runcmds | developmentonly,gamedll,defensive | 
sv_script_think_interval | developmentonly,gamedll,clientdll,replicated,defensive | 
sv_search_key | release | 
sv_search_team_key | release | When initiating team search, set this key to match with known opponents team
sv_sellback_enabled | gamedll,clientdll,replicated,release | Determines whether players can undo purchases in the buy menu
sv_sendtables | developmentonly | Force full sendtable sending path.
sv_sequence_debug | developmentonly,gamedll,defensive | 
sv_sequence_debug2 | developmentonly,gamedll,defensive | 
sv_sequence_model_substring | developmentonly,gamedll,defensive | 
sv_server_graphic1 | gamedll,clientdll,replicated,release | A 360x60 (<16kb) image file in /csgo/ that will be displayed to spectators.
sv_server_graphic2 | gamedll,clientdll,replicated,release | A 220x45 (<16kb) image file in /csgo/ that will be displayed to spectators.
sv_server_verify_blood_on_player | gamedll,clientdll,replicated,cheat | 
sv_shared_team_pvs | developmentonly,gamedll,defensive | PVS is shared between teams
sv_show_bot_difficulty_in_name | developmentonly,gamedll,clientdll,replicated,defensive | 0 = hide bot difficulty in bot name, 1 = show bot difficulty in bot name
sv_show_move_collisions | gamedll,clientdll,replicated,cheat | Enable this to visualize collisions between player and geometry.
sv_show_team_equipment_force_on | gamedll,clientdll,replicated,release,commandline_enforced | Force on if not prohibited
sv_show_team_equipment_prohibit | gamedll,clientdll,replicated,release | Determines whether +cl_show_team_equipment is prohibited.
sv_show_teammate_death_notification | gamedll,release | Show chat notification upon teammate death
sv_show_voip_indicator_for_enemies | gamedll,replicated,release | Makes it so the voip icon is shown over enemies as well as allies when they are talking
sv_showbullethits | gamedll,clientdll,replicated,release | 1=show hits and near misses, 2=show hits only
sv_showhitregistration | gamedll,clientdll,replicated,cheat | Display lag_compensated hitboxes. 0 = off, 1 = server only, 2 = client only, 3 = both server and client
sv_showimpacts | gamedll,clientdll,replicated,release | Shows client (red) and server (blue) bullet impact point (1=both, 2=client-only, 3=server-only)
sv_showimpacts_penetration | gamedll,clientdll,replicated,release | Shows extra data when bullets penetrate. (use sv_showimpacts_time to increase time shown)
sv_showimpacts_time | gamedll,clientdll,replicated,release | Duration bullet impact indicators remain before disappearing
sv_showladders | developmentonly,gamedll,defensive | Show bbox and dismount points for all ladders (must be set before level load.) 
sv_showlagcompensation_rec | developmentonly,gamedll | If > 0, show lag compensation hitboxes as they're recorded. Value is for how long.
sv_showplayerhitboxes | developmentonly,gamedll,clientdll,replicated,defensive | Show lag compensated hitboxes for the specified player index whenever a player fires.
sv_shutdown_immediately_on_request | developmentonly,defensive | The server will always shutdown on receiving the shutdown request, even if not hibernating
sv_skel_constraints_enable | reference | 
sv_skip_update_animations | developmentonly,gamedll | Enable to skip game animations
sv_skirmish_id | gamedll,clientdll,replicated,release | Dedicated server skirmish id to run
sv_skyname | gamedll,clientdll,replicated | Current name of the skybox texture
sv_smoke_volume_blind_start | developmentonly,clientdll | 
sv_snapshot_unlimited | replicated,release | For debugging, don't throw away old snapshots so that if you break in debugger (on remote client or server) it won't require an uncompressed update to resume.  You may run out of memory of course...
sv_sniper_tracer_innacuracy | developmentonly,gamedll,clientdll,replicated | How inaccurate a sniper shot can be before we trip sv_sniper_tracer_mode behavior.
sv_sniper_tracer_innacuracy_length | developmentonly,gamedll,clientdll,replicated | How far should the tracer draw if we trip sv_sniper_tracer_mode behavior.
sv_sniper_tracer_mode | developmentonly,gamedll,clientdll,replicated,defensive | Mode for sniper tracers. 0: legacy, 1: hide when more than sv_sniper_tracer_innacuracy inaccurate.
sv_spawn_afk_bomb_drop_time | gamedll,replicated,release | Players that have never moved since they spawned will drop the bomb after this amount of time.
sv_spec_hear | gamedll,clientdll,replicated,release | Determines who spectators can hear: 0: only spectators; 1: all players; 2: spectated team; 3: self only; 4: nobody
sv_spec_use_tournament_content_standards | gamedll,clientdll,replicated,release | 
sv_specaccelerate | gamedll,clientdll,replicated | 
sv_specnoclip | gamedll,clientdll,replicated | 
sv_specspeed | gamedll,clientdll,replicated | 
sv_staminajumpcost | gamedll,clientdll,replicated,release,commandline_enforced | sv_legacy_jump only: Stamina penalty for jumping
sv_staminalandcost | gamedll,clientdll,replicated,release,commandline_enforced | sv_legacy_jump only: Stamina penalty for landing
sv_staminamax | gamedll,clientdll,replicated,release | Maximum stamina penalty
sv_staminarecoveryrate | gamedll,clientdll,replicated,release | Rate at which stamina recovers (units/sec)
sv_standable_normal | gamedll,clientdll,replicated,cheat,release | 
sv_stats | developmentonly,defensive | Collect CPU usage stats
sv_steamauth_correct | release | Correct behavior
sv_steamauth_enforce | release | By default, player must maintain a reliable connection to Steam servers. When player Steam session drops, enforce it: 2 = instantly kick, 1 = kick at next spawn, 0 = do not kick.
sv_steamauth_ignore_localhost | release | Ignore VAC and auth errors for client connected via localhost address or in-engine loopback
sv_steamgroup | release | The ID of the steam group that this server belongs to. You can find your group's ID on the admin profile page in the steam community.
sv_steamgroup_exclusive | release | If set, only members of Steam group will be able to join the server when it's empty, public people will be able to join the server only if it has players.
sv_step_move_vel_min | gamedll,clientdll,replicated,cheat | Min velocity for step move.
sv_stepsize | developmentonly,gamedll,clientdll,replicated | 
sv_stopspeed | gamedll,clientdll,replicated,release | Minimum stopping speed when on ground.
sv_strafing_inaccuracy_bias | gamedll,clientdll,replicated,cheat,release | 
sv_strafing_inaccuracy_enabled | gamedll,clientdll,replicated,cheat,release | 
sv_strafing_inaccuracy_scale | gamedll,clientdll,replicated,cheat,release | 
sv_stressbots | release | If set to 1, the server calculates data and fills packets to bots. Used for perf testing.
sv_strict_notarget | developmentonly,gamedll,defensive | If set, notarget will cause entities to never think they are in the pvs
sv_subtick_movement_view_angles | gamedll,clientdll,replicated,release | Whether or not subtick view angles are taken into account during movement.
sv_suppress_friendlyfire_decals | developmentonly,gamedll | 
sv_suppress_viewpunch | developmentonly,gamedll,clientdll,replicated,cheat | 
sv_surf_sounds | gamedll,clientdll,replicated,release | Should we try to play sounds for surf?
sv_tags | release | Server tags. Used to provide extra information to clients when they're browsing for servers. Separate tags with a comma.
sv_talk_after_dying_time | gamedll,clientdll,replicated,release | The number of seconds a player can continue talking after dying as if they were still alive
sv_talk_enemy_dead | gamedll,clientdll,replicated,release,commandline_enforced | Dead players can hear all dead enemy communication (voice, chat)
sv_talk_enemy_living | gamedll,clientdll,replicated,release,commandline_enforced | Living players can hear all living enemy communication (voice, chat)
sv_teamid_overhead | gamedll,clientdll,replicated,release | Shows teamID over player's heads.  0 = off, 1 = on
sv_teamid_overhead_always_prohibit | gamedll,clientdll,replicated,release | Determines whether cl_teamid_overhead_always is prohibited.
sv_teamid_overhead_maxdist | gamedll,clientdll,replicated,release,commandline_enforced | If >0, server will override cl_teamid_overhead_maxdist
sv_teamid_overhead_maxdist_spec | gamedll,clientdll,replicated,release,commandline_enforced | If >0, server will override cl_teamid_overhead_maxdist_spec
sv_temp_baseline_string_table_buffer_size | developmentonly,defensive | Buffer size for writing string table baselines
sv_tick_parallel_with_client | developmentonly | Runs the final server tick of the frame in parallel with client work
sv_tick_snapshot_sort_entities | developmentonly | 
sv_timebetweenducks | gamedll,clientdll,replicated,release | Minimum time before recognizing consecutive duck key
sv_timeout | developmentonly,defensive | After this many seconds without a message from fully connected client, the client is dropped
sv_turbophysics | developmentonly,gamedll,clientdll,replicated,defensive | Turns on turbo physics
sv_turning_inaccuracy_angle_min | gamedll,clientdll,replicated,cheat,release | 
sv_turning_inaccuracy_decay | gamedll,clientdll,replicated,cheat,release | 
sv_turning_inaccuracy_enabled | gamedll,clientdll,replicated,cheat,release | 
sv_unlag | developmentonly,gamedll | Enables player lag compensation
sv_unlag_debug | developmentonly,gamedll | 
sv_unlag_fixstuck | developmentonly,gamedll | Disallow backtracking a player for lag compensation if it will cause them to become stuck
sv_unlockedchapters |  | Highest unlocked game chapter.
sv_unpause_on_console_close |  | 1 = Unpause the game when pressing ~ to close the console. 0 = Leave the game paused.
sv_use_hi_pri_context_switch_time | gamedll,clientdll,replicated,release | +use search behaves as though high priority items are usable for this long after they become unusable to avoid players accidentally performing a different action.
sv_use_playercache | gamedll,clientdll,replicated,cheat | Cache off player bounds for traces.
sv_use_pvs_cache | developmentonly,gamedll | 
sv_usenetworkvars | developmentonly,defensive | Use networkvar system.
sv_usercmd_custom_random_seed | gamedll,release | When enabled server will populate an additional random seed independent of the client
sv_usercmd_execute_warning_ms | gamedll | Emit a warning if we spend more than N ms executing user commands for a single player
sv_vac_webapi_auth_key | gamedll,release | Key for when posting to vac related webapis.
sv_versus_screen_scene_id | gamedll,release,commandline_enforced | Determines which scene is used for the versus screen.
sv_visiblemaxplayers | release | Overrides the max players reported to prospective clients
sv_voice_proximity | gamedll,clientdll,replicated,release | 
sv_voicecodec | release | Specifies which voice codec DLL to use in a game. Set to the name of the DLL without the extension.
sv_voiceenable | release | 
sv_vote_allow_in_warmup | gamedll,release | Allow voting during warmup?
sv_vote_allow_spectators | gamedll,release | Allow spectators to initiate votes?
sv_vote_command_delay | gamedll,release | How long after a vote passes until the action happens
sv_vote_count_spectator_votes | gamedll,release | Allow spectators to vote on issues?
sv_vote_creation_timer | gamedll,release | How often someone can individually call a vote.
sv_vote_disallow_kick_on_match_point | gamedll,release | Disallow vote kicking on the match point round.
sv_vote_failure_timer | gamedll,release | A vote that fails cannot be re-submitted for this long
sv_vote_issue_changelevel_allowed | developmentonly,gamedll,defensive | Can people hold votes to change levels?
sv_vote_issue_kick_allowed | gamedll,replicated,release | Can people hold votes to kick players from the server?
sv_vote_issue_loadbackup_allowed | gamedll,replicated,release | Can people hold votes to load match from backup?
sv_vote_issue_loadbackup_spec_authoritative | gamedll,release | When enabled, admins load match from backup without players vote
sv_vote_issue_loadbackup_spec_only | gamedll,replicated,release | When enabled, only admins load match from backup
sv_vote_issue_loadbackup_spec_safe | gamedll,release | When enabled, admins load match from backup in safe time of the round only
sv_vote_issue_matchready_allowed | developmentonly,gamedll,defensive | Can people hold votes to ready/unready the match?
sv_vote_issue_nextlevel_allowed | developmentonly,gamedll,defensive | Can people hold votes to set the next level?
sv_vote_issue_nextlevel_allowextend | developmentonly,gamedll,defensive | Allow players to extend the current map?
sv_vote_issue_nextlevel_choicesmode | developmentonly,gamedll,defensive | Present players with a list of lowest playtime maps to choose from?
sv_vote_issue_nextlevel_prevent_change | developmentonly,gamedll,defensive | Not allowed to vote for a nextlevel if one has already been set.
sv_vote_issue_pause_match_allowed | developmentonly,gamedll,defensive | Can people hold votes to pause/unpause the match?
sv_vote_issue_pause_match_spec_only | gamedll,replicated,release | When enabled, only admins start technical pause
sv_vote_issue_restart_game_allowed | gamedll,release | Can people hold votes to restart the game?
sv_vote_issue_scramble_teams_allowed | developmentonly,gamedll,defensive | Can people hold votes to scramble the teams?
sv_vote_issue_surrrender_allowed | developmentonly,gamedll,defensive | Can people hold votes to surrender?
sv_vote_issue_swap_teams_allowed | developmentonly,gamedll,defensive | Can people hold votes to swap the teams?
sv_vote_issue_timeout_allowed | developmentonly,gamedll,defensive | Can people hold votes to time out?
sv_vote_kick_ban_duration | gamedll,replicated,release | How long should a kick vote ban someone from the server? (in minutes)
sv_vote_quorum_ratio | gamedll,release | The minimum ratio of players needed to vote on an issue to resolve it.
sv_vote_timer_duration | gamedll,release | How long to allow voting on an issue
sv_vote_to_changelevel_before_match_point | gamedll,replicated,release,commandline_enforced | Restricts vote to change level to rounds prior to match point (default 0, vote is never disallowed)
sv_vote_to_changelevel_rndmin | gamedll,replicated,release,commandline_enforced | When non-zero, restricts vote to change level to this many first rounds or minutes of the match (default 0, vote is not disallowed)
sv_walkable_normal | gamedll,clientdll,replicated,cheat,release | 
sv_warmup_to_freezetime_delay | gamedll,clientdll,replicated,release,commandline_enforced | Delay between end of warmup and start of match.
sv_water_slow_amount | gamedll,clientdll,replicated,release | 
sv_wateraccelerate | gamedll,clientdll,replicated,release | 
sv_waterdist | developmentonly,gamedll,clientdll,replicated | Vertical view fixup when eyes are near water plane.
sv_waterfriction | gamedll,clientdll,replicated,release | 
sv_weapon_require_use_grace_period | gamedll,release | 
sv_weapon_swap_difficulty_near_hi_pri | gamedll,clientdll,replicated,release | 0 = Cone searches easily reach past high priority items to swap weapons. 1 = Cone searches are narrowed and require that the weapon is strictly closer. 2 = cone searches are disabled near high priority items
sv_workshop_allow_other_maps | gamedll,release | When hosting a workshop collection, users can play other workshop map on this server when it is empty and then mapcycle into this server collection.
sv_workshop_map_save_data_max_filesize_mb | gamedll,release,commandline_enforced | 
sys_minidumpexpandedspew | developmentonly,defensive | 
sys_minidumpspewlines | release | Lines of crash dump console spew to keep.
target_scan_use_query_cache | developmentonly,gamedll,defensive | 
teleport_trigger_debug | developmentonly,gamedll | 
testscript_debug | developmentonly,defensive | Debug test scripts.
think_limit | gamedll,clientdll,replicated,release | Maximum think time in milliseconds, warning is printed if this is exceeded.
thread_pool_option | hidden,release | Thread pool option
throttle_expensive_ai | developmentonly,gamedll,defensive | 
timedemo_end | release | Ends timedemo on given tick.
timedemo_start | release | Starts timedemo on given tick.
toast_manager_override_duration | developmentonly,clientdll | 
tool_spawned_model_scales | developmentonly,gamedll,replicated | 
tools_stall_monitor_break_on_unknown_cause | developmentonly | Break on unknown stall cause
trigger_fan_debug | developmentonly,gamedll,clientdll,replicated | 
trigger_fan_player_windblock_debug | developmentonly,gamedll,clientdll,replicated | 
trusted_launch | clientdll | Trusted launch status
tv_advertise_watchable | protected,dontrecord,release | GOTV advertises the match as watchable via game UI, clients watching via UI will not need to type password
tv_allow_autorecording_index | gamedll,release | When >=0 restricts autorecording only to the specified TV index
tv_allow_camera_man | developmentonly,gamedll,defensive | Auto director allows spectators to become camera man
tv_allow_camera_man_steamid | gamedll,release | Allows tournament production cameraman to run csgo.exe -interactivecaster on SteamID 7650123456XXX and be the camera man.
tv_allow_camera_man_steamid2 | gamedll,release | Allows tournament production tv cameraman to run csgo.exe -interactivecaster on SteamID 7650123456XXX and be the tv camera man.
tv_allow_static_shots | gamedll,release | Auto director uses fixed level cameras for shots
