_fov | developmentonly,clientdll,defensive | Automates fov command to server.
r_dof_override | cheat | 
r_dof_override_far_blurry | cheat | 
r_dof_override_far_crisp | cheat | 
r_dof_override_near_blurry | cheat | 
r_dof_override_near_crisp | cheat | 
r_dof_override_ranges | developmentonly,clientdll,defensive | 
r_dof_override_tilt_to_ground | cheat | 
r_draw3dskybox | developmentonly,clientdll,defensive | 
r_draw_overlays | developmentonly,clientdll,defensive | 
r_drawblankworld | cheat | Render blank instead of the game world
r_drawdecals | cheat | Set to render decals
r_drawdevvisualizers | clientdll,cheat | Render dev visualizers
r_drawpanorama | cheat | Enable the rendering of panorama UI
r_drawropes | clientdll,cheat | 
r_drawskybox | cheat | Render the 2d skybox.
r_drawtracers | clientdll,cheat | 
r_drawtracers_firstperson | clientdll,release | Toggle visibility of first person weapon tracers
r_drawviewmodel | clientdll,cheat | Render view model
r_effects_bloom | developmentonly,clientdll,defensive | 
r_enable_cubemap_fog | developmentonly,clientdll,menubar_item | Citadel/Graphics/Fog/Enable Cubemap Fog
r_enable_gradient_fog | developmentonly,clientdll,menubar_item | Citadel/Graphics/Fog/Enable Gradient Fog
r_enable_rigid_animation | developmentonly,clientdll | 
r_enable_volume_fog | developmentonly,clientdll,menubar_item,defensive | Citadel/Graphics/Fog/Enable Volume Fog
r_environment_map_roughness_range | developmentonly,clientdll,cheat | Fade region for sampling environment maps on lightmapped nonmetals. Smoother values than the first param sample envmaps. Rougher values than the second sample only lightmap SH. r_environment_map_roughness_range 1 1 to always sample envmaps for comparison.
r_experimental_lag_limiter | developmentonly,defensive | 
r_extra_render_frames | cheat | 
r_farz | clientdll,cheat | Override the far clipping plane. -1 means to use the value in env_fog_controller.
r_flashlightambient | clientdll,cheat | 
r_flashlightbacktraceoffset | clientdll,cheat | 
r_flashlightbrightness | clientdll,replicated,cheat | 
r_flashlightconstant | clientdll,replicated,cheat | 
r_flashlightfar | clientdll,replicated,cheat | 
r_flashlightfov | clientdll,replicated,cheat | 
r_flashlightladderdist | clientdll,cheat | 
r_flashlightlinear | clientdll,replicated,cheat | 
r_flashlightlockposition | clientdll,cheat | 
r_flashlightmuzzleflashfov | clientdll,cheat | 
r_flashlightnear | clientdll,replicated,cheat | 
r_flashlightnearoffsetscale | clientdll,cheat | 
r_flashlightoffsetforward | clientdll,replicated,cheat | 
r_flashlightoffsetright | clientdll,replicated,cheat | 
r_flashlightoffsetup | clientdll,replicated,cheat | 
r_flashlightquadratic | clientdll,replicated,cheat | 
r_flashlightshadowatten | clientdll,cheat | 
r_flashlighttracedistcutoff | clientdll,cheat | 
r_flashlighttracedistwatercutoff | clientdll,cheat | 
r_flashlightvisualizetrace | clientdll,cheat | 
r_force_render_frame_count | developmentonly | The number of frames to render when a
r_force_zprepass | cheat | 0: Force z prepass off. 1: Force on. -1: Don't force
r_freeze_sceneobjects | developmentonly,clientdll,defensive | 
r_freezeparticles | reference | 
r_impacts_alt_orientation | developmentonly,clientdll,defensive | 
r_impacts_decal_grazing_incidence_cutoff | developmentonly,clientdll,defensive | 
r_impacts_decal_grazing_incidence_variance | developmentonly,clientdll,defensive | 
r_indirectlighting | cheat | Set to use indirect lighting
r_late_particle_job_sync | developmentonly,clientdll,defensive | 
r_light_flickering_enabled | developmentonly,gamedll,clientdll,replicated,defensive | 
r_light_sensitivity_mode | developmentonly,clientdll,defensive | 
r_lighting_only | developmentonly,clientdll,defensive | 
r_lightmap_bicubic_filtering | developmentonly,clientdll | 
r_lightmap_size | reference | 
r_limit_particle_job_duration | reference | 
r_mapextents | clientdll,cheat | Set the max dimension for the map.  This determines the far clipping plane
r_max_portal_render_targets | developmentonly,clientdll,defensive | 
r_mixed_shadows_fade_in_time | developmentonly,gamedll,clientdll,replicated,defensive | 
r_mixed_shadows_fade_out_time | developmentonly,gamedll,clientdll,replicated,defensive | 
r_monitor_3dskybox | developmentonly,clientdll,defensive | 
r_multiscattering | developmentonly,clientdll | 
r_muzzleflashbrightness | clientdll,replicated,cheat | 
r_muzzleflashlinear | clientdll,replicated,cheat | 
r_nearz | clientdll,cheat | Override the near clipping plane. -1 means use the default.
r_opaque | developmentonly,clientdll,defensive | 
r_particle_timescale | reference | 
r_post_bloom | developmentonly,clientdll,defensive | 
r_post_bloom_strength | developmentonly,clientdll,defensive | 
r_postprocess_enable | developmentonly,clientdll,defensive | 
r_propsmaxdist | developmentonly,clientdll,defensive | Maximum visible distance
r_render_deferred_opaque | developmentonly,clientdll,defensive | 
r_render_forward_opaque | developmentonly,clientdll,defensive | 
r_render_portals | developmentonly,clientdll,defensive | 
r_render_to_cubemap_debug | developmentonly,clientdll,defensive | 
r_rendersun | cheat | Render sun lighting
r_replay_post_effect | clientdll,cheat | 
r_ropetranslucent | developmentonly,clientdll,defensive | 
r_screen_size_expansion | developmentonly,clientdll,defensive | 
r_showdebugoverlays | cheat | Set to render debug overlays
r_showdebugrendertarget | cheat | Set the debug render target to show, 0 == disable
r_showsceneobjectbounds | cheat | Show scenesystem object bounding boxes
r_showsunshadowdebugrendertargets | cheat | Set to render sun shadow render targets
r_showsunshadowdebugsplitvis | cheat | Set to render sun shadow split visibility debugger
r_size_cull_threshold | developmentonly | Threshold of screen size percentage below which objects get culled
r_size_cull_threshold_fade | developmentonly | % above the screen size percentage where we will start fading out (==0 will disable fading).
r_size_cull_threshold_shadow | cheat | Threshold of shadow map size percentage below which objects get culled
r_skip_precache_validation_check | developmentonly,defensive | 
r_ssao | developmentonly,defensive | Set to use screen-space ambient occlusion
r_strip_invisible_during_sceneobject_update | developmentonly,clientdll,defensive | 
r_threaded_particle_creation | reference | 
r_threaded_particles | reference | 
r_threaded_scene_object_update | developmentonly,clientdll,defensive | 
r_translucent | cheat | Enable rendering of translucent geometry
r_update_particles_on_render_only_frames | developmentonly,clientdll,defensive | 
r_vconsole_foregroundforcerender | developmentonly,defensive | When VConsole is in the foreground, force all engine & tools to render
r_zprepass_normals | cheat | 0: Use normals reconstructed from depth. 1: Output correct normals in z prepass.
ragdoll_biped_settle_duration | gamedll,cheat | 
ragdoll_biped_settle_force | gamedll,cheat | 
ragdoll_biped_settle_lift_force | gamedll,cheat | 
ragdoll_biped_settle_start_time | gamedll,cheat | 
ragdoll_biped_settle_vertical_limit | gamedll,cheat | 
ragdoll_debug_item_detachment | developmentonly,gamedll,replicated,defensive | 
ragdoll_fixup_joint_limits | developmentonly,gamedll,replicated | Adjusts bone transforms so that physics joints don't appear violated (limits)
ragdoll_fixup_joint_limits_max_height | developmentonly,gamedll,replicated | Disable ragdoll_fixup_joint_limits on joints too high in the hierarchy because long chains tend to depend on violating limits
ragdoll_fixup_joint_orientation | developmentonly,gamedll,replicated | Adjusts bone transforms so that physics joints don't appear violated (orientation)
ragdoll_fixup_joint_orientation_max_height | developmentonly,gamedll,replicated | Disable ragdoll_fixup_joint_orientation on joints too high in the hierarchy because small differences can massively accumulate (e.g. long chains)
ragdoll_fixup_joint_translation | developmentonly,gamedll,replicated | Adjusts bone transforms so that physics joints don't appear violated (translation)
ragdoll_impact_strength | developmentonly,clientdll,defensive | 
ragdoll_lru_debug_removal | gamedll,clientdll,replicated,cheat | 
ragdoll_lru_min_age | gamedll,clientdll,replicated,cheat | 
ragdoll_move_entity | gamedll,clientdll,replicated,cheat | 
ragdoll_override_root_orientation | developmentonly,gamedll,replicated,defensive | 
ragdoll_parallel_pose_control | developmentonly,gamedll,clientdll,replicated,defensive | 
ragdoll_prop_settle | developmentonly,gamedll,replicated,defensive | Enable more aggressive ragdoll settling
ragdoll_prop_sleepaftertime | developmentonly,gamedll,replicated,defensive | After this many seconds of being basically stationary, the ragdoll will go to sleep.
ragdoll_prop_sleepdisabletime | developmentonly,gamedll,replicated,defensive | Ragdoll is not allowed to physically sleep until this timer has elapsed.
ragdoll_resolve_initial_conflict | gamedll,clientdll,replicated,cheat | 
ragdoll_resolve_separation | gamedll,clientdll,replicated,cheat | 
ragdoll_scale_sleep_tolerance | developmentonly,gamedll,replicated,defensive | 
ragdoll_update_from_weights | gamedll,clientdll,replicated,cheat | 
ragdoll_visualize_creation_skeleton | developmentonly,gamedll,replicated,defensive | 
ragdoll_vphysics_scale | developmentonly,gamedll,replicated,defensive | How much we scale physics impacts against the ragdoll.
rate |  | Min bytes/sec the host can receive data
rcon_address | dontrecord,release,server_cannot_query | Address of remote server if sending unconnected rcon commands (format x.x.x.x:p) 
rcon_connected_clients_allow | replicated,release | Allow clients to use rcon commands on server.
rcon_password | dontrecord,release,server_cannot_query | remote console password.
recast_mark_overhang | gamedll,replicated,cheat | Enable/disable overhang detection
recast_partitioning | gamedll,replicated,cheat | 0 = watershed, 1 = monotone, 2 = layers
replay_debug | replicated,release | 
report_cliententitysim | clientdll,cheat | List all clientside simulations and time - will report and turn itself off.
report_clientthinklist | clientdll,cheat | List all clientside entities thinking and time - will report and turn itself off.
report_connection_failure_percentage | developmentonly,defensive | 
reset_voice_on_input_stallout |  | If true, resets the input device when there was a long enough hitch between callbacks.
resourcesystem_multiframe_finalize_time_msec | developmentonly | Max time to spend finalizing resources per frame in miliseconds.
rope_averagelight | developmentonly,clientdll,defensive | Makes ropes use average of cubemap lighting instead of max intensity.
rope_collide | developmentonly,clientdll,defensive | Collide rope with the world
rope_shake | developmentonly,clientdll,defensive | 
rope_smooth_enlarge | developmentonly,clientdll,defensive | How much to enlarge ropes in screen space for antialiasing effect
rope_smooth_maxalpha | developmentonly,clientdll,defensive | Alpha for rope antialiasing effect
rope_smooth_maxalphawidth | developmentonly,clientdll,defensive | 
rope_smooth_minalpha | developmentonly,clientdll,defensive | Alpha for rope antialiasing effect
rope_smooth_minwidth | developmentonly,clientdll,defensive | When using smoothing, this is the min screenspace width it lets a rope shrink to
rope_subdiv | developmentonly,clientdll,defensive | Rope subdivision amount
rope_wind_dist | developmentonly,clientdll,defensive | Don't use CPU applying small wind gusts to ropes when they're past this distance.
rpg_camera_yaw | developmentonly,clientdll,replicated,cheat | 
rr_debugclassname | developmentonly,gamedll,clientdll,replicated,defensive | If set, rr_debugclassname will print only response tests where 'classname' corresponds to this variable. Use to filter for a specific character.
rr_debugresponseconcept | developmentonly,gamedll,clientdll,replicated,defensive | If set, rr_debugresponseconcept will print only responses testing for the specified concept
rr_debugresponses | developmentonly,gamedll,clientdll,replicated,defensive | Show verbose matching output (1 for simple, 2 for rule scoring, 3 for noisy). If set to 4, it will only show response success/failure for npc_selected NPCs.
rr_debugrule | developmentonly,gamedll,clientdll,replicated,defensive | If set to the name of the rule, that rule's score will be shown whenever a concept is passed into the response rules system.
rr_followup_maxdist | gamedll,cheat | 'then ANY' or 'then ALL' response followups will be dispatched only to characters within this distance.
rr_thenany_score_slop | gamedll,cheat | When computing respondents for a 'THEN ANY' rule, all rule-matching scores within this much of the best score will be considered.
rtx_perf_stats | developmentonly,clientdll,defensive | Report RTX perf stats at N bounces. -1 means no report
save_async | developmentonly,gamedll,defensive | 
save_fake_hitch | developmentonly,gamedll,defensive | Force a busy wait for the specified number of milliseconds during save to simulate a hitch
save_history_count | developmentonly,gamedll,defensive | Keep this many old copies in history of autosaves and quicksaves.
save_maxarray_spew | gamedll,release | Max number of array entries to spew when using SaveRestoreIO spewing.
save_parallel | developmentonly,gamedll,clientdll,replicated,defensive | 
save_screenshot | developmentonly,gamedll,defensive | 0 = none, 1 = non-autosave, 2 = always, 3 = bug_only
save_spew | developmentonly,gamedll,clientdll,replicated,defensive | 
save_version | developmentonly,gamedll,clientdll,replicated,defensive | 0: (V0) Legacy save format, 1: (V1) KeyValues3 save format, 2: (V2) KV3Transfer saves
save_write_kv3 | developmentonly,gamedll,clientdll,replicated,defensive | Write the KV3 entity data as a text file in the save directory
saving_enabled | developmentonly,gamedll,clientdll,replicated | 
sc_max_framebuffer_copies_per_layer | reference | 
scene_clientflex | developmentonly,gamedll,clientdll,replicated,defensive | Do client side flex animation.
scene_maxcaptionradius | developmentonly,gamedll,defensive | Only show closed captions if recipient is within this many units of speaking actor (0==disabled).
scene_panel_rotate_drag | developmentonly,clientdll,defensive | 
scene_panel_rotate_frametime_multiplier | developmentonly,clientdll,defensive | 
scene_panel_rotate_grab_scale | developmentonly,clientdll,defensive | 
scene_panel_rotate_scale | developmentonly,clientdll,defensive | 
scene_print | developmentonly,gamedll,clientdll,replicated,defensive | When playing back a scene, print timing and event info to console.
scene_showfaceto | gamedll,cheat | When playing back, show the directions of faceto events.
scene_showmoveto | gamedll | When moving, show the end location.
scene_vcdautosave | developmentonly,clientdll,defensive | Create a savegame before VCD playback
screenmessage_notifytime | developmentonly,gamedll,defensive | How long to display screen message text
screenshot_height | developmentonly,defensive | Screenshot height. -1 for screen height.
screenshot_prefix | developmentonly,defensive | Set the screenshot auto naming prefix.
screenshot_subdir | developmentonly,defensive | Set the screenshot directory.
screenshot_width | developmentonly,defensive | Screenshot width. -1 for screen width.
script_attach_debugger_at_startup | developmentonly,gamedll,defensive | 
script_break_in_native_debugger_on_error | developmentonly,gamedll,defensive | 
sensitivity | clientdll,per_user | Mouse sensitivity.
sensitivity_y_scale | clientdll,per_user | Multiplies the mouse Y axis for finer pitch vs yaw aim
server_max_signout_duration_no_steam_connection_s | developmentonly,gamedll,defensive | 
server_max_signout_duration_s | developmentonly,gamedll,defensive | 
server_mem_record_after_time_min | developmentonly,gamedll,defensive | The number of minutes required to have elapsed before recording a memory sample
server_mem_record_interval_min | developmentonly,gamedll,defensive | The number of minutes required between memory samples. Set to 0 to disable memory sampling
server_mem_record_threshold_mb | developmentonly,gamedll,defensive | The amount of outstanding memory required to trigger a memory report. 0 disables.
server_signout_backoff_max | developmentonly,gamedll,defensive | 
server_signout_backoff_min | developmentonly,gamedll,defensive | 
server_signout_backoff_scale_s | developmentonly,gamedll,defensive | 
server_signout_record_custom_user_stats | developmentonly,gamedll,defensive | 
servercfgfile | gamedll,release | 
shadowcachedebugger_showdebugwindow | developmentonly,clientdll,replicated,cheat,menubar_item | Citadel/Graphics/Shadow Cache Debugger
shake_show | developmentonly,clientdll,defensive | Displays a list of the active screen shakes.
shatterglass_cleanup | gamedll,clientdll,replicated,cheat | 
shatterglass_cleanup_max | gamedll,clientdll,replicated,cheat | 
shatterglass_debug | gamedll,clientdll,replicated,cheat | 
shatterglass_hit_tolerance | gamedll,clientdll,replicated,cheat | 
shatterglass_shard_lifetime | gamedll,clientdll,replicated,cheat | 
show_botmatch_warning | developmentonly,clientdll | Force showing the botmatch warning during pause.
show_visibility_boxes | clientdll,cheat | Enable or Disable debug display of visibility boxes
sk_autoaim_mode | gamedll,clientdll,replicated | 
sk_player_arm | developmentonly,gamedll,defensive | 
sk_player_chest | developmentonly,gamedll,defensive | 
sk_player_head | developmentonly,gamedll,defensive | 
sk_player_leg | developmentonly,gamedll,defensive | 
sk_player_stomach | developmentonly,gamedll,defensive | 
skel_constraints_enable | reference | 
skel_debug | developmentonly,gamedll,clientdll,replicated,defensive | 
skeleton_instance_debug_bodygroups | developmentonly,gamedll,clientdll,replicated,cheat | Debug bodygroups
skeleton_instance_lod_optimization | developmentonly,gamedll,clientdll,replicated | Compute LOD mask internally like since 2016, i.e. force all LOD groups' bones to compute
skeleton_instance_scaleset_enable | gamedll,clientdll,replicated,cheat | 
skeleton_instance_smear_boneflags | gamedll,cheat | Smear boneflags across the model.  Costs computation, but tests to make sure your bone flags are consistent.
skeleton_physics_joint_fixup | developmentonly,gamedll,clientdll,replicated,cheat | 
skill | gamedll,clientdll,replicated,per_user | Game skill level.
smoothstairs | developmentonly,gamedll,clientdll,replicated,defensive | Smooth player eye z coordinate when traversing stairs.
snd_break_on_start_soundevent | gamedll,clientdll,replicated,cheat | Use to debug break on any soundevent that is started matching this name
snd_event_cone_debug | developmentonly,gamedll,clientdll,replicated,cheat | 
snd_event_oriented_box_debug | developmentonly,gamedll,clientdll,replicated,cheat | 
snd_event_oriented_lerp_max_distance | developmentonly,gamedll,clientdll,replicated,cheat | 
snd_event_oriented_lerp_min_distance | developmentonly,gamedll,clientdll,replicated,cheat | 
snd_foliage_db_loss | gamedll,cheat | foliage dB loss per 1200 units
snd_gamevolume | reference | 
snd_log_empty_event_entities | clientdll,cheat | Logs the sound event entities that have empty names.
snd_mixahead | reference | 
snd_musicvolume | reference | 
snd_mute_losefocus |  | 
snd_new_visualize | gamedll,cheat | Displays soundevent name played at it's 3d position
snd_occlusion_debug | gamedll,clientdll,replicated,cheat | 
snd_opvar_set_point_debug | gamedll,clientdll,replicated,cheat | 
snd_opvar_set_point_update_interval | developmentonly,gamedll,clientdll,replicated,defensive | 
snd_opvar_set_point_update_interval_fast | developmentonly,gamedll,clientdll,replicated,defensive | 
snd_sos_debug_trigger_opvar | developmentonly,gamedll,defensive | 
snd_sos_opvar_debug | reference | 
snd_sound_areas_debug | clientdll,replicated,cheat | 
snd_sound_areas_debug_interval | clientdll,replicated,cheat | 
snd_soundmixer | reference | 
snd_steamaudio_dynamicpathing_max_samples | developmentonly,gamedll,clientdll,replicated,defensive | 
snd_steamaudio_pathing_caching_threshold | developmentonly,gamedll,clientdll,replicated,defensive | 
snd_steamaudio_pathing_enable_caching | developmentonly,gamedll,clientdll,replicated,defensive | 
sos_debug_emit | developmentonly,gamedll,clientdll,replicated,defensive | 
sos_use_guid_filter | developmentonly,gamedll,clientdll,replicated,defensive | 
soundevent_check_networked_entity | developmentonly,gamedll | 
soundpatch_captionlength | developmentonly,gamedll,clientdll,replicated,defensive | How long looping soundpatch captions should display for.
soundscape_debug | gamedll,cheat | When on, draws lines to all env_soundscape entities. Green lines show the active soundscape, red lines show soundscapes that aren't in range, and white lines show soundscapes that are in range, but not the active soundscape.
soundscape_fadetime | clientdll,cheat | Time to crossfade sound effects between soundscapes
soundscape_message | developmentonly,clientdll,defensive | 
soundscape_radius_debug | clientdll,cheat | Prints current volume of radius sounds
soundscape_update_include_bots | developmentonly,gamedll,cheat | Enable to calculate soundscape audio params for bots.
soundsystem_update_async | developmentonly,defensive | 
sparseshadowtree_cascade_mask | reference | 
sparseshadowtree_disable_for_viewmodel | reference | 
spawngroup_ignore_timeouts | developmentonly,defensive | 
spec_autodirector | clientdll,clientcmd_can_execute | Auto-director chooses best view modes while spectating
spec_centerchasecam | clientdll | Looks at the target player's center, instead of his eye position, in chase came mode
spec_chasedistance | developmentonly,clientdll,defensive | Chase cam's ideal distance from target
spec_chasedistancespeed | developmentonly,clientdll,defensive | Chase cam's ideal distance from target
spec_replay_autostart | clientdll | Auto-start Killer Replay when available
spec_replay_bot | gamedll,release | Enable Spectator Hltv Replay when killed by bot
spec_replay_cache_ragdolls | developmentonly,clientdll,defensive | when set to 0, ragdolls will settle dynamically before and after Killer Replay
spec_replay_enable | replicated,release,commandline_enforced | Enable Killer Replay, requires hltv server running (0:off, 1:default, 2:force)
spec_replay_fadein | developmentonly,clientdll,defensive | Amount of time in seconds it takes to visually fade into replay, or into real-time after replay
spec_replay_fadeout | developmentonly,clientdll,defensive | Amount of time in seconds it takes to visually fade out of replay, or out of real-time before replay
spec_replay_fullframe | developmentonly,defensive | Send full frame on every hltv replay transition
spec_replay_leadup_time | replicated,release | Replay time in seconds before the highlighted event
spec_replay_message_time | replicated,release | How long to show the message about Killer Replay after death. The best setting is a bit shorter than spec_replay_autostart_delay + spec_replay_leadup_time + spec_replay_winddown_time
spec_replay_on_death | replicated,release | When > 0, sets the mode whereas players see delayed replay, and are segregated into a domain of chat and voice separate from the alive players
spec_replay_others_experimental | developmentonly,clientdll,defensive | Replay the last death of the round, if possible. Disabled on official servers by default. Experimental.
spec_replay_rate_base | replicated,release | Base time scale of Killer Replay.Experimental.
spec_replay_rate_limit | replicated,release | Minimum allowable pause between replay requests in seconds
spec_replay_rate_slowdown | developmentonly,clientdll,defensive | The part of Killer Replay right before death is played at this rate
spec_replay_rate_slowdown_length | developmentonly,clientdll,defensive | The part of Killer Replay right before death is played at this rate
spec_replay_review_sound | developmentonly,clientdll,defensive | When set to non-0, a sound effect is played during Killer Replay
spec_replay_sound_fadein | developmentonly,clientdll,defensive | Amount of time in seconds it takes to fade in the audio before or after replay
spec_replay_sound_fadeout | developmentonly,clientdll,defensive | Amount of time in seconds it takes to fade out the audio before or after replay
spec_replay_victim_pov | developmentonly,clientdll,defensive | Killer Replay - replay from victim's point of view (1); the default is killer's (0). Experimental.
spec_replay_winddown_time | gamedll,release | The trailing time, in seconds, of replay past the event, including fade-out
spec_track | developmentonly,clientdll,defensive | Tracks an entity in spec mode
splitscreen_mode | cheat | 
ss_mimic | developmentonly,clientdll,cheat | Split screen users mimic base player's CUserCmds
ss_voice_hearpartner | developmentonly,defensive | Route voice between splitscreen players on same system.
stats_collect_gpu | developmentonly,defensive | While doing stats_display, collect GPU perf counters. Used for stats_print_gpu.
stats_display | developmentonly,defensive | Displays perf statistics information
stats_highlight_interval | developmentonly,clientdll,defensive | Interval between hightlight screens in the transition stats panel
steam_inputhandler_analog_data_to_enable_controller | developmentonly,clientdll,defensive | Amount of analog data needed to switch to controller mode
steam_inputhandler_enabled | developmentonly,clientdll,defensive | Enable steaminput
steam_inputhandler_fake_steamdeck | developmentonly,clientdll,defensive | Pretend to be a steam deck for purposes of automatically turning on the controller
steam_inputhandler_glyph_lock_mode | clientdll,release | 0: Automatic (Default) - switch glyphs when a keyboard bind or controller bind activates. 1: Keyboard and Mouse only. 2: Controller Only
steaminput_glyph_neutral | developmentonly,clientdll,defensive | Fallback values for unspecified style in steam input Glyphs. 0: Use Colors, 1: Solid
steaminput_glyph_solid | developmentonly,clientdll,defensive | Fallback values for unspecified style in steam input Glyphs. 0: Not Solid, 1: Solid
steaminput_glyph_style | developmentonly,clientdll,defensive | Fallback values for unspecified style in steam input Glyphs. 0: Knockout, 1: Light, 2: Dark
steaminput_glyph_use_svg | developmentonly,clientdll,defensive | Use SVG vs PNG
steaminput_glyph_use_universal_face_buttons | clientdll,release | When enabled, Face Buttons use a diamond of circles, rather than controller specific glyphs for faces
steamlearn_data_submit_enable | developmentonly,gamedll,defensive | Whether we should be submitting data to SteamLearn
steamlearn_inference_http | developmentonly,gamedll,defensive | If we should use HTTP for inference queries
steamlearn_max_in_flight | developmentonly,gamedll,defensive | Maximum number of steamlearn requests that we can have in flight at once
steamlearn_override_inference_access_tokens | developmentonly,gamedll,defensive | Keys for overriding inference keys
steamlearn_override_inference_versions | developmentonly,gamedll,defensive | Versions for overriding inference keys
steamlearn_override_register_access_token | developmentonly,gamedll,defensive | Key for overriding datasource registration key
steamlearn_request_timeout_s | developmentonly,gamedll,defensive | Timeout in seconds for backend requests
steamlearn_spew_um_times | developmentonly,gamedll,defensive | If we should spew how long inferences take to complete
sticky_tooltips | developmentonly,clientdll,hidden,defensive | Don't ever hide tooltips. Helpful when debugging complicated tooltip layouts.
street_brawl_healing_multiplier | developmentonly,gamedll,clientdll,replicated,defensive | 
subtick_buttons_enabled | developmentonly,clientdll,defensive | 
survey_chance | clientdll,release | Percentage chance of showing the survey questions when entering matchmaking
survey_force_question_type | developmentonly,clientdll | Force a specific survey question type for survey questions
survey_min_games_played | clientdll,release | Don't allow for showing the survey unless a minimum number of games have been played
sv_accelerate | gamedll,clientdll,replicated,release | 
sv_ag2_low_skel_lod | developmentonly,gamedll,defensive | 
sv_ag2_record_entity_graph | developmentonly,gamedll | Automatically start AG2 recording when an entity with this name (wildcard) or id is created.
sv_airaccelerate | gamedll,clientdll,replicated,release | 
sv_allchat | gamedll,release | Players can receive all other players' text chat, no death restrictions
sv_alltalk | gamedll,release,commandline_enforced | Players can hear all other players' voice communication, no team restrictions
sv_audio_debug_bullet_material | gamedll,cheat | Visualize bullet material info.
sv_audio_debug_pawn_surface_data | gamedll,cheat | Visualize pawn surface data.
sv_audio_draw_enclosure_debug | developmentonly,gamedll,replicated | Draws debug associated with amount interior vs exterior
sv_audio_log_citadel_audio_filter | developmentonly,gamedll,defensive | Logs sound event information for CCitadelAudioFilter.
sv_audio_log_participant_start_messages | gamedll,cheat | Prints when a participant sound message was sent.
sv_autosave | developmentonly,gamedll,replicated,defensive | Set to 1 to autosave game on level transition. Does not affect autosave triggers.
sv_backspeed | developmentonly,gamedll,clientdll,replicated | How much to slow down backwards motion
sv_banid_enabled | release | Whether server supports banid command
sv_bounce | gamedll,clientdll,replicated,release | Bounce multiplier for when physically simulated objects collide with other objects.
sv_bullet_travel_debug_path | gamedll,cheat | Debug: visualization time for lazily calculated bullet paths (0 = disable)
sv_bullet_travel_debug_trace | gamedll,cheat | Debug: visualization time for active bullet traces (0 = disable)
sv_cheats | replicated,release | Allow cheats on server
sv_citadel_ability_test_fail_all | developmentonly,gamedll,cheat | 
sv_citadel_bebop_beam_draw_points | gamedll,cheat | 
sv_citadel_camera_ops_debug | developmentonly,gamedll | 
sv_citadel_camera_sequences_debug | developmentonly,gamedll | 
sv_citadel_debug_player_look_target | developmentonly,gamedll,replicated,defensive | Draw player look target data.  White is server, cyan is client.
sv_citadel_hornet_blast_debug_physics | developmentonly,gamedll | 
sv_citadel_log_ability_use | gamedll,release | 
sv_citadel_log_server_fow_entities | developmentonly,gamedll,defensive | 
sv_citadel_random_strength | developmentonly,gamedll,defensive | 
sv_citadel_wrecker_ultimate_debug_physics | developmentonly,gamedll | 
sv_client_max_interp_ratio | developmentonly,gamedll,clientdll,replicated,defensive | This can be used to limit the value of cl_interp_ratio for connected clients (only while they are connected).
sv_client_min_interp_ratio | developmentonly,gamedll,clientdll,replicated,defensive | This can be used to limit the value of cl_interp_ratio for connected clients (only while they are connected). 
sv_client_predict | developmentonly,gamedll,clientdll,replicated,defensive | This can be used to force the value of cl_predict for connected clients (only while they are connected).    -1 = let clients set cl_predict to anything     0 = force cl_predict to 0     1 = force cl_predict to 1
sv_clockcorrection_msecs | gamedll,release | The server tries to keep each player's m_nTickBase withing this many msecs of the server absolute tickcount
sv_clockdbg | developmentonly | Print spew related to server clock and ticking
sv_cluster | release | Data center cluster this server lives in.
sv_condense_late_buttons | developmentonly,gamedll,defensive | When condensing late commands. Should we compress multiple moves of button presses into the target move?
sv_connectionless_legacy_events_allowed | developmentonly | 
sv_cq_min_queue | developmentonly,replicated,defensive | Server min buffer size.
sv_cq_trim_bloat_remainder | gamedll,release | When trimming a bloated CQ, leave at least N more commands than the minimum
sv_cq_trim_bloat_space | gamedll,release | When trimming a bloated CQ, try to leave room for N more commands to be added.  0 will trim only what is needed to remove the immediate bloat, a very large value will reset the whole queue.
sv_cq_trim_catchup_remainder | gamedll,release | When trimming an overful CQ due to app 'catchup' request, leave at least N more commands than the minimum
sv_crash_sentinel_filename | gamedll,release | Filename of crash detection sentinel
sv_debug_client_not_in_pvs | gamedll,cheat | If set, draw failed client PVS checks with red box
sv_debug_kali_straffing_aim | developmentonly,gamedll,defensive | 
sv_debug_overlays_bandwidth | release | Broadcast server debug overlays traffic
sv_debug_overlays_broadcast | cheat,release | Broadcast server debug overlays
sv_debug_slork_gun | developmentonly,gamedll,defensive | 
sv_deltaticks_enforce | release | By default, player must ack delta ticks in order. How to enforce it: 2 = kick all clients, 1 = kick only TV clients, 0 = do not kick.
sv_deltaticks_log | release | Whether diagnostic logging is enabled when clients ack delta ticks out of order. Policy: 2 = log all out of order acks, 1 = log only when disconnect is triggered, 0 = do not log.
sv_dev_entitydeltapadding_extra_max | developmentonly,defensive | When encoding entity deltas, append on a random number of extra bytes.  This happens after sv_dev_entitydeltapadding_min_size.
sv_dev_entitydeltapadding_extra_min | developmentonly,defensive | When encoding entity deltas, append on a random number of extra bytes.  This happens after sv_dev_entitydeltapadding_min_size.
sv_dev_entitydeltapadding_min_size | developmentonly,defensive | When encoding entity deltas, if the delta size is < N bytes, then shove in N dummy bytes.  This happens before sv_dev_entitydeltapadding_extra_min/sv_dev_entitydeltapadding_extra_max
